0.2,0.6
0.21,0.6
0.22,0.6
0.23,0.6
0.24,0.6
0.25,0.6
0.26,0.6
0.27,0.6
0.28,0.6
0.29,0.6
0.3,0.6
0.31,0.6
0.32,0.6
0.33,0.6
0.34,0.6
0.35,0.6
0.36,0.6
0.37,0.6
0.38,0.6
0.39,0.6
0.4,0.6
0.41,0.6
0.42,0.6
0.43,0.6
0.44,0.6
0.45,0.6
0.46,0.6
0.47,0.6
0.48,0.6
0.49,0.6
0.5,0.6
0.51,0.6
0.52,0.6
0.53,0.6
0.54,0.6
0.55,0.6
0.56,0.6
0.57,0.6
0.58,0.6
0.59,0.6
0.6,0.6
0.61,0.6
0.62,0.6
0.63,0.6
0.64,0.6
0.65,0.6
0.66,0.6
0.67,0.6
0.68,0.6
0.69,0.6
0.7,0.6
0.71,0.6
0.72,0.6
0.73,0.6
0.74,0.6
0.75,0.6
0.76,0.6
0.77,0.6
0.78,0.6
0.79,0.6
0.8,0.6
0.8,0.6
0.8,0.61
0.8,0.62
0.8,0.63
0.8,0.64
0.8,0.65
0.8,0.66
0.8,0.67
0.8,0.68
0.8,0.69
0.8,0.7
0.8,0.71
0.8,0.72
0.8,0.73
0.8,0.74
0.8,0.75
0.8,0.76
0.8,0.77
0.8,0.78
0.8,0.79
0.8,0.8
0.8,0.8
0.79,0.8
0.78,0.8
0.77,0.8
0.76,0.8
0.75,0.8
0.74,0.8
0.73,0.8
0.72,0.8
0.71,0.8
0.7,0.8
0.69,0.8
0.68,0.8
0.67,0.8
0.66,0.8
0.65,0.8
0.64,0.8
0.63,0.8
0.62,0.8
0.61,0.8
0.6,0.8
0.59,0.8
0.58,0.8
0.57,0.8
0.56,0.8
0.55,0.8
0.54,0.8
0.53,0.8
0.52,0.8
0.51,0.8
0.5,0.8
0.49,0.8
0.48,0.8
0.47,0.8
0.46,0.8
0.45,0.8
0.44,0.8
0.43,0.8
0.42,0.8
0.41,0.8
0.4,0.8
0.39,0.8
0.38,0.8
0.37,0.8
0.36,0.8
0.35,0.8
0.34,0.8
0.33,0.8
0.32,0.8
0.31,0.8
0.3,0.8
0.29,0.8
0.28,0.8
0.27,0.8
0.26,0.8
0.25,0.8
0.24,0.8
0.23,0.8
0.22,0.8
0.21,0.8
0.2,0.8
0.2,0.8
0.2,0.79
0.2,0.78
0.2,0.77
0.2,0.76
0.2,0.75
0.2,0.74
0.2,0.73
0.2,0.72
0.2,0.71
0.2,0.7
0.2,0.69
0.2,0.68
0.2,0.67
0.2,0.66
0.2,0.65
0.2,0.64
0.2,0.63
0.2,0.62
0.2,0.61
